1,62,3,1,3,2,4
2,70,3,1,2,2,3
3,17,3,1,2,2,4
4,29,2,1,2,2,3
5,99,2,1,2,2,2
6,33,2,1,2,2,2
7,43,3,1,3,2,6
8,14,2,1,2,2,2
9,3,5,1,4,2,6
10,40,2,1,2,2,3
11,71,5,1,5,2,6
12,38,3,1,3,2,3
13,13,4,1,4,2,5
14,40,2,1,2,2,3
15,84,3,1,2,2,4
16,13,2,1,2,2,2
17,19,2,1,1,2,2
18,4,3,1,1,2,3
19,11,3,1,1,2,3
20,89,2,1,2,2,4
21,49,4,1,3,2,5
22,70,2,1,2,2,2
23,35,2,1,2,2,2
24,97,3,1,3,2,4
25,19,4,1,4,2,5
26,63,4,1,4,2,6
27,38,4,1,4,2,5
28,30,2,1,1,2,3
29,96,3,1,2,2,3
30,35,4,1,4,2,4
31,29,3,1,2,2,4
32,26,3,1,2,2,3
33,2,2,1,2,2,2
34,52,5,1,5,2,7
35,56,2,1,2,2,2
36,32,3,1,2,2,3
37,46,3,1,2,2,3
38,93,3,1,3,2,3
39,31,4,1,2,2,4
40,24,2,1,1,2,3
41,34,3,1,3,2,3
42,59,2,1,2,2,3
43,42,5,1,4,2,6
44,21,2,1,2,2,3
45,74,4,1,3,2,4
46,82,3,1,2,2,3
47,81,2,1,2,2,2
48,75,3,1,2,2,5
49,38,3,1,3,2,3
50,73,5,1,5,2,5
51,8,2,1,2,2,2
52,62,3,1,1,2,3
53,62,3,1,1,2,3
54,20,3,1,3,2,3
55,96,2,1,1,2,2
56,25,4,1,2,2,4
57,8,4,1,2,2,4
58,83,4,1,1,2,4
59,61,4,1,4,2,4
60,76,2,1,2,2,4
61,36,2,1,1,2,3
62,99,3,1,1,2,4
63,49,4,1,4,2,7
64,50,2,1,1,2,2
65,7,2,1,2,2,5
66,53,2,1,1,2,2
67,11,2,1,2,2,3
68,69,2,1,1,2,4
69,47,3,1,2,2,3
70,71,4,1,3,2,6
71,50,2,1,1,2,2
72,43,2,1,1,2,3
73,68,5,1,3,2,5
74,28,3,1,3,2,3
75,82,4,1,2,2,5
76,16,2,1,1,2,4
77,90,2,1,2,2,3
78,7,4,1,4,2,4
79,52,4,1,4,2,7
80,19,4,1,3,2,4
81,92,4,1,4,2,4
82,60,3,1,1,2,4
83,14,2,1,2,2,5
84,43,3,1,2,2,4
85,79,2,1,2,2,2
86,49,3,1,1,2,3
87,44,2,1,2,2,2
88,12,2,1,2,2,2
89,40,2,1,2,2,3
90,6,2,1,2,2,4
91,64,3,1,3,2,6
92,12,4,1,4,2,7
93,59,7,1,7,2,7
94,37,2,1,2,2,3
95,5,2,1,2,2,3
96,26,3,1,3,2,3
97,56,2,1,2,2,2
98,94,2,1,2,2,4
99,32,4,1,4,2,4
100,37,3,1,3,2,6
101,179,6,1,5,2,8
102,82,8,1,6,2,8
103,72,15,1,13,2,16
104,169,6,1,6,2,7
105,155,9,1,9,2,10
106,110,5,1,5,2,7
107,79,16,1,16,2,17
108,140,6,1,4,2,6
109,82,7,1,7,2,9
110,173,5,1,5,2,5
111,134,6,1,5,2,6
112,156,6,1,6,2,8
113,127,9,1,9,2,12
114,21,5,1,5,2,6
115,160,7,1,7,2,8
116,142,7,1,7,2,7
117,133,7,1,7,2,7
118,26,6,1,6,2,6
119,101,10,1,10,2,13
120,161,5,1,4,2,5
121,67,6,1,6,2,6
122,80,5,1,4,2,6
123,79,6,1,6,2,6
124,102,7,1,6,2,8
125,81,7,1,5,2,8
126,34,7,1,6,2,9
127,63,7,1,5,2,7
128,82,5,1,5,2,5
129,49,7,1,7,2,7
130,130,8,1,7,2,9
131,147,5,1,4,2,7
132,178,6,1,6,2,9
133,71,5,1,5,2,5
134,142,12,1,12,2,12
135,102,5,1,5,2,5
136,179,6,1,6,2,6
137,112,8,1,5,2,8
138,84,6,1,3,2,6
139,106,5,1,3,2,5
140,156,5,1,3,2,5
141,140,10,1,8,2,11
142,118,7,1,7,2,8
143,153,10,1,10,2,12
144,157,6,1,6,2,6
145,76,8,1,7,2,10
146,57,5,1,5,2,6
147,28,9,1,8,2,9
148,142,7,1,4,2,7
149,31,7,1,7,2,10
150,88,5,1,5,2,5
151,139,9,1,9,2,12
152,176,6,1,6,2,8
153,114,7,1,7,2,8
154,40,7,1,7,2,7
155,48,10,1,10,2,11
156,95,6,1,5,2,7
157,172,6,1,5,2,6
158,58,10,1,7,2,10
159,27,7,1,7,2,7
160,126,5,1,5,2,6
161,72,0,1,1,2,2
162,84,3,1,3,2,3
163,119,1,1,1,2,1
164,131,0,1,1,2,1
165,102,1,1,1,2,2
166,90,1,1,1,2,1
167,72,2,1,1,2,2
168,73,2,1,2,2,2
169,106,2,1,2,2,3
170,105,3,1,2,2,4
171,116,4,1,4,2,4
172,55,5,1,4,2,5
173,53,6,1,6,2,7
174,139,2,1,2,2,2
175,50,1,1,1,2,4
176,56,3,1,1,2,3
177,111,3,1,3,2,3
178,65,4,1,3,2,4
179,105,0,1,1,2,0
180,105,1,1,1,2,1
181,125,5,1,2,2,5
182,101,9,1,9,2,9
183,165,5,1,3,2,5
184,114,5,1,5,2,8
185,108,8,1,7,2,8
186,187,8,1,8,2,9
187,148,4,1,4,2,6
188,185,8,1,6,2,9
189,185,6,1,5,2,7
190,81,6,1,4,2,6
191,81,3,1,3,2,3
192,189,9,1,7,2,10
193,118,6,1,4,2,7
194,97,6,1,5,2,7
195,118,7,1,7,2,8
196,193,5,1,2,2,5
197,134,4,1,3,2,5
198,130,4,1,3,2,4
199,143,6,1,4,2,6
200,122,5,1,5,2,5
201,182,6,1,6,2,6
202,192,7,1,5,2,7
203,157,7,1,7,2,7
204,105,9,1,9,2,9
205,143,7,1,5,2,8
206,69,6,1,4,2,6
207,121,6,1,6,2,6
208,92,4,1,3,2,5
209,188,6,1,4,2,7
210,107,7,1,6,2,9
211,182,9,1,9,2,10
212,118,11,1,8,2,11
213,139,14,1,11,2,14
214,147,14,1,13,2,16
215,114,11,1,9,2,11
216,288,12,1,12,2,12
217,218,9,1,7,2,9
218,221,10,1,9,2,10
219,255,12,1,11,2,13
220,155,12,1,12,2,13
221,226,10,1,10,2,10
222,255,10,1,8,2,11
223,214,9,1,8,2,11
224,123,13,1,13,2,15
225,194,9,1,9,2,10
226,205,14,1,13,2,14
227,195,13,1,10,2,13
228,232,19,1,19,2,19
229,202,23,1,20,2,23
230,160,17,1,17,2,18
231,267,8,1,6,2,9
232,149,7,1,7,2,7
233,135,10,1,8,2,10
234,290,8,1,6,2,9
235,189,20,1,20,2,20
236,217,9,1,6,2,9
237,150,11,1,10,2,13
238,245,8,1,8,2,8
239,230,8,1,8,2,8
240,289,10,1,10,2,10
241,110,16,1,16,2,16
242,230,11,1,11,2,11
243,213,7,1,6,2,7
244,176,13,1,13,2,14
245,236,14,1,12,2,14
246,116,21,1,19,2,22
247,159,11,1,11,2,14
248,212,11,1,9,2,11
249,276,11,1,9,2,11
250,269,14,1,13,2,14
251,238,24,1,24,2,26
252,215,12,1,12,2,12
253,218,10,1,10,2,13
254,176,12,1,10,2,12
255,299,11,1,10,2,11
256,224,31,1,29,2,32
257,199,9,1,9,2,9
258,122,8,1,6,2,9
259,269,11,1,11,2,11
260,181,8,1,8,2,10
261,200,9,1,9,2,11
262,129,11,1,9,2,11
263,262,16,1,14,2,17
264,123,12,1,11,2,13
265,225,18,1,17,2,19
266,251,11,1,11,2,12
267,140,14,1,11,2,14
268,160,9,1,8,2,9
269,204,15,1,15,2,15
270,136,7,1,5,2,8
271,184,12,1,12,2,13
272,228,8,1,8,2,11
273,224,9,1,9,2,9
274,275,14,1,14,2,17
275,276,8,1,5,2,8
276,133,11,1,10,2,11
277,239,18,1,15,2,18
278,193,13,1,13,2,16
279,253,9,1,8,2,9
280,195,14,1,14,2,15
281,141,9,1,9,2,9
282,164,14,1,14,2,17
283,119,25,1,22,2,25
284,272,9,1,7,2,9
285,144,12,1,12,2,12
286,193,7,1,7,2,9
287,242,15,1,15,2,18
288,223,11,1,10,2,11
289,196,11,1,11,2,13
290,198,10,1,9,2,11
291,163,18,1,17,2,19
292,187,12,1,12,2,13
293,115,14,1,14,2,15
294,120,8,1,8,2,8
295,213,12,1,12,2,12
296,236,13,1,13,2,13
297,219,8,1,8,2,8
298,299,8,1,6,2,9
299,292,16,1,16,2,18
300,207,9,1,8,2,10
301,116,13,1,12,2,14
302,130,7,1,7,2,9
303,134,11,1,10,2,12
304,283,8,1,6,2,9
305,143,12,1,10,2,13
306,277,13,1,13,2,13
307,288,7,1,6,2,7
308,267,8,1,7,2,8
309,205,11,1,11,2,12
310,234,8,1,6,2,8
311,300,13,1,12,2,13
312,292,8,1,8,2,9
313,192,19,1,19,2,21
314,176,9,1,9,2,9
315,190,16,1,13,2,16
316,139,12,1,12,2,12
317,145,15,1,13,2,15
318,240,12,1,11,2,14
319,144,9,1,9,2,9
320,193,17,1,17,2,19
321,110,17,1,17,2,18
322,288,12,1,11,2,13
323,246,10,1,10,2,10
324,212,8,1,7,2,8
325,171,11,1,11,2,14
